CreditScore,Gender,Age,Tenure,HasCrCard,EstimatedSalary,IsActiveMember
598,Female,40,2,1,137980.58,0
552,Male,49,4,1,190296.76,1
637,Male,32,5,0,148769.08,0
445,Male,25,6,1,119425.94,0
760,Male,38,6,1,91098.76,0
850,Male,43,5,0,19244.58,1
563,Male,57,6,1,39297.48,1
721,Male,46,1,0,102950.79,0
700,Female,34,2,1,128136.29,0
636,Male,43,6,1,43128.95,0
682,Female,46,2,1,114442.66,1
611,Male,34,4,1,170950.58,0
639,Female,37,5,0,49637.65,1
660,Male,34,1,1,9692.58,0
776,Male,36,1,1,53477.76,0
711,Female,37,8,0,80215.2,0
690,Male,54,5,1,12847.61,0
693,Male,31,2,1,107759.31,1
741,Female,36,0,1,74260.16,0
850,Female,35,9,0,25329.48,0
407,Male,37,1,1,49161.12,1
850,Male,38,1,0,103902.11,1
548,Male,49,9,0,127022.87,0
710,Male,43,9,1,32996.89,0
721,Female,49,1,0,183421.76,1
516,Female,29,2,1,157378.5,0
772,Male,41,10,1,75825.57,1
577,Male,43,6,1,149457.81,1
605,Male,41,10,0,97213.09,1
788,Female,41,6,1,25571.37,1
507,Female,33,1,0,142911.99,0
620,Male,61,5,0,31641.52,0
748,Male,34,5,1,137001.1,1
501,Male,38,9,0,133403.07,1
547,Male,49,8,1,46521.45,0
715,Male,42,2,1,21333.22,1
610,Male,26,8,1,166031.08,0
493,Female,36,5,1,56092.51,0
656,Female,40,10,0,151887.16,1
481,Male,37,8,1,175082.2,1
694,Male,39,0,1,102284.2,1
667,Male,39,9,1,68873.8,0
600,Male,31,8,1,121555.51,1
608,Male,34,3,1,36639.25,1
627,Male,33,5,1,103737.82,1
553,Male,42,1,0,23822.04,0
621,Male,50,3,0,131048.36,1
445,Female,30,3,1,127939.19,1
661,Male,48,3,0,96463.25,0
666,Female,40,2,0,36371.27,0
507,Male,41,3,1,138536.09,1
680,Male,30,4,0,44384.57,1
689,Male,39,7,0,14917.09,0
675,Male,32,1,1,85901.09,0
667,Female,37,9,1,67734.79,1
584,Male,35,6,1,148238.16,1
667,Male,70,3,1,20881.96,1
652,Male,46,10,1,151481.86,0
575,Male,41,2,0,126307.25,0
685,Female,44,2,1,145387.05,0
641,Female,42,7,0,164128.58,0
434,Female,58,9,1,60891.8,0
645,Female,37,2,0,153400.24,1
667,Male,34,5,1,102908.63,1
647,Male,28,6,1,102325.19,0
762,Male,39,2,1,18719.67,1
532,Male,52,9,1,163191.99,0
645,Male,32,4,0,97628.08,1
665,Male,52,3,1,116137.01,0
648,Female,39,3,0,57995.74,1
707,Male,33,2,0,130866.95,0
583,Male,48,3,1,60017.46,0
702,Male,45,9,1,171014.69,1
478,Male,48,0,0,44147.95,1
684,Female,43,7,1,131093.99,0
671,Male,34,7,1,26387.71,1
628,Female,51,3,1,40546.15,1
509,Male,18,7,1,171770.58,0
758,Male,61,2,1,43982.41,1
616,Female,45,4,1,62002.04,1
704,Male,41,9,1,129050.67,0
690,Female,48,2,1,3149.1,1
686,Male,60,9,1,75246.21,1
597,Female,26,7,1,110253.2,0
466,Male,40,4,1,141210.18,0
556,Male,35,10,1,192751.18,1
682,Male,24,9,0,53134.3,0
449,Female,33,8,0,156792.89,0
745,Female,28,6,1,154389.18,0
606,Male,35,7,1,106837.06,0
714,Male,29,4,1,37605.9,1
767,Female,35,9,1,39511.61,0
770,Male,45,4,1,26163.74,0
850,Male,31,6,1,149170.92,0
597,Male,38,1,1,41303.29,0
465,Male,33,8,1,177668.55,0
532,Female,66,3,1,115227.02,1
783,Male,38,1,1,80178.54,1
527,Male,37,5,1,139093.73,1
507,Male,31,2,1,166423.66,1
557,Male,48,10,1,185094.48,1
845,Female,38,2,1,179631.85,0
469,Male,35,5,1,186490.37,0
662,Male,37,4,1,48930.8,0
559,Female,27,1,0,1050.33,1
678,Female,41,1,1,196622.28,0
461,Female,40,7,1,176547.8,0
551,Male,31,1,1,185105.44,1
811,Female,45,5,1,146123.19,1
726,Male,29,7,1,91844.14,1
621,Female,43,5,1,47578.45,1
491,Female,36,0,1,103934.12,1
841,Male,31,2,1,173240.52,0
554,Male,30,6,1,179689.05,1
590,Male,40,8,1,62933.03,0
752,Female,36,1,1,105280.55,1
581,Male,41,2,1,44205.95,1
574,Male,36,1,0,71709.12,1
516,Male,51,8,0,168773.54,1
645,Male,28,7,1,34490.06,1
632,Male,23,3,1,147230.77,0
591,Female,33,4,1,124625.08,0
677,Male,56,5,1,60590.72,1
475,Female,45,0,1,27822.99,0
628,Male,34,4,1,126192.54,1
778,Male,33,5,1,32757.55,1
487,Female,53,10,0,90076.85,1
742,Male,32,6,1,29023.03,0
578,Female,31,5,0,187866.21,0
504,Female,32,8,0,16281.94,0
690,Male,32,0,1,137916.49,1
637,Male,32,3,1,197827.06,1
683,Female,38,5,1,123846.07,0
789,Female,53,1,1,5036.39,1
743,Female,40,6,1,28280.8,0
758,Female,34,1,1,60728.89,1
699,Female,25,8,1,52404.47,1
535,Male,38,8,0,60775.76,0
681,Female,48,8,1,163581.67,1
695,Female,34,9,1,67502.12,1
705,Male,25,3,0,196864.61,1
759,Female,33,9,0,93541.14,0
619,Female,33,3,0,36446.74,1
680,Female,58,8,1,65708.5,1
569,Male,38,8,0,79618.79,0
645,Female,24,3,1,11638.17,1
805,Male,50,9,1,62989.82,0
612,Male,32,9,1,177092.16,0
635,Male,41,4,1,193746.55,0
850,Female,39,10,1,143030.09,1
753,Male,32,5,1,148811.14,0
767,Male,47,2,1,48161.18,0
664,Male,33,7,1,143433.33,0
730,Female,47,7,1,33373.26,0
579,Female,29,10,1,129209.09,1
741,Male,38,9,1,14379.01,0
824,Female,38,3,1,192800.25,0
765,Male,42,4,1,82868.34,1
540,Male,37,3,0,19374.08,0
580,Female,38,1,1,125953.83,0
592,Male,36,2,1,107948.72,0
745,Female,46,7,1,67769.94,1
711,Female,38,2,1,14374.86,1
752,Female,41,8,1,139844.04,0
598,Female,32,4,1,167376.26,1
560,Male,24,1,1,89734.7,0
717,Female,35,5,1,172172.7,0
606,Male,40,6,1,46774.94,0
587,Female,32,3,1,130514.78,1
594,Male,38,4,0,186884.04,0
517,Female,45,4,0,172674.36,0
627,Male,30,3,1,40199.01,1
729,Male,44,4,1,153064.87,0
764,Male,38,4,1,91094.46,0
591,Male,45,5,1,155492.87,1
648,Male,32,8,1,133653.38,0
644,Male,37,6,1,104217.96,0
668,Male,56,9,1,134396.64,0
716,Female,52,7,1,14608.0,0
550,Female,48,6,1,191870.28,1
699,Female,31,10,1,189392.66,0
619,Female,56,7,1,42442.21,1
490,Male,33,5,0,108313.34,0
714,Male,33,8,0,162515.17,0
687,Male,44,8,1,1787.85,1
745,Female,31,3,1,140451.52,1
507,Female,35,1,0,92131.54,0
655,Female,45,7,0,47349.0,1
678,Female,54,1,0,105221.76,1
788,Male,37,8,0,66013.27,0
777,Female,34,5,1,172618.52,1
549,Female,31,9,1,23343.18,1
629,Male,34,8,1,180595.02,1
516,Female,33,7,1,120037.36,1
531,Female,64,2,1,60721.4,1
489,Female,31,7,0,6120.84,1
770,Male,31,3,1,186064.34,1
633,Male,43,5,1,48249.88,1
524,Female,25,7,0,193668.49,0
681,Male,31,4,0,48226.76,0
748,Male,35,5,1,150057.2,1
779,Female,26,4,0,38296.21,1
842,Female,37,4,1,87071.18,0
595,Male,37,2,1,134767.13,0
702,Male,43,6,1,61602.42,0
734,Female,47,10,1,138835.91,1
504,Male,44,4,1,12405.2,1
581,Female,55,6,1,22442.13,1
579,Female,33,1,0,164608.98,0
769,Male,43,4,1,87537.32,1
523,Female,28,2,1,59938.81,1
747,Male,41,5,1,22750.17,1
689,Female,28,3,1,192449.02,1
548,Male,39,7,1,164975.82,0
613,Female,50,5,1,12493.61,0
631,Male,37,8,0,152422.91,0
608,Female,48,2,1,32202.61,0
512,Female,41,6,1,100507.81,1
487,Male,37,6,1,126477.41,1
589,Male,48,5,0,133961.19,1
643,Female,34,7,0,188533.11,1
700,Male,37,1,1,160670.37,0
639,Male,27,3,0,85208.93,1
725,Female,32,0,1,138525.19,1
792,Male,19,7,1,33282.84,0
474,Male,37,3,0,75698.44,0
532,Male,24,8,0,34231.48,0
623,Male,42,1,1,100834.22,0
685,Male,43,9,1,107811.28,0
742,Male,33,0,1,107667.91,1
413,Male,34,9,0,6534.18,0
551,Male,31,9,1,91565.25,1
607,Female,25,4,0,115288.24,1
512,Female,30,6,1,88827.31,0
657,Male,67,5,1,107534.32,1
782,Female,53,1,1,182960.46,0
701,Male,43,2,1,165303.79,1
570,Male,23,2,0,198830.98,0
656,Male,37,2,0,67840.81,1
664,Male,36,1,1,95372.64,1
751,Female,48,4,0,30165.06,1
736,Female,28,2,1,117431.1,1
683,Female,40,1,0,75762.0,0
472,Female,32,1,0,57323.18,1
696,Male,60,8,1,196858.4,1
537,Female,47,4,1,50881.51,1
673,Female,35,6,1,98618.79,0
779,Female,55,0,1,22832.71,0
686,Male,38,6,1,97825.23,1
804,Male,55,7,1,118752.6,1
554,Male,37,3,1,166177.3,0
578,Male,46,5,1,56770.76,0
665,Male,51,2,0,53353.36,0
683,Female,26,7,1,86619.77,0
596,Male,54,1,1,120314.75,1
751,Female,30,6,1,15766.1,0
481,Male,40,3,1,32319.93,1
679,Male,52,9,0,54038.62,0
719,Female,42,4,1,28465.86,0
754,Male,39,3,0,34430.16,0
747,Female,34,10,1,50759.8,1
606,Female,25,3,1,45482.04,0
529,Female,31,2,1,60993.23,1
520,Female,39,1,0,109626.13,1
569,Male,38,7,1,108469.2,1
508,Male,31,8,1,129803.08,0
706,Male,32,6,1,146949.74,1
671,Male,28,8,1,125422.66,0
580,Male,35,10,1,24799.47,1
748,Female,41,2,1,71139.31,1
498,Male,25,8,1,132210.49,1
711,Female,28,5,1,93959.96,1
667,Male,45,3,0,163655.01,0
701,Male,59,7,0,27597.59,1
850,Female,34,6,1,33501.98,0
678,Female,43,2,1,193828.27,1
777,Female,53,10,1,189992.97,0
850,Female,31,4,1,162149.07,1
698,Female,52,1,1,168886.39,0
573,Male,35,9,1,119924.8,1
564,Male,26,7,0,183490.99,0
588,Male,49,6,1,36292.94,0
749,Male,41,5,1,61128.29,1
587,Female,35,3,1,125553.52,0
560,Female,33,9,0,183358.21,1
672,Male,31,6,1,177295.92,0
806,Female,67,1,0,103945.58,1
772,Male,42,3,1,92888.52,0
651,Female,46,4,1,156425.57,0
781,Male,38,2,0,65632.33,1
655,Female,38,6,1,188639.28,1
611,Female,40,7,1,10109.47,0
703,Female,51,3,1,77294.56,1
656,Male,37,7,1,153157.97,0
549,Male,25,6,0,21600.11,1
750,Female,39,6,0,19264.33,0
789,Female,40,4,1,137402.27,0
638,Male,50,1,1,168359.98,0
835,Male,45,3,1,152577.62,0
648,Male,34,3,1,147055.87,1
758,Male,41,10,1,78088.17,1
530,Female,55,4,0,123475.88,1
576,Male,19,6,0,72306.07,0
708,Male,46,7,1,39704.14,1
604,Female,42,10,1,98293.14,0
595,Female,64,2,1,89935.73,1
722,Female,32,4,1,113666.48,1
738,Female,38,7,0,69227.42,0
574,Male,34,1,0,165626.6,0
741,Male,52,1,0,21834.4,0
533,Female,39,2,0,73669.94,1
791,Male,37,2,1,75832.53,0
573,Male,52,8,0,178229.04,1
841,Male,28,4,1,179436.6,1
750,Female,26,1,1,19921.72,1
475,Female,46,10,0,122953.0,0
750,Male,43,6,1,74564.41,1
646,Male,50,0,1,181794.86,0
809,Male,38,3,1,80061.31,1
576,Male,41,1,1,188274.6,1
850,Female,35,7,0,129660.59,1
850,Male,71,10,1,97893.4,0
745,Male,46,2,1,118024.1,1
775,Male,42,6,0,187839.9,1
661,Female,35,5,1,142626.49,0
644,Male,38,3,1,79928.41,1
481,Female,37,8,1,44215.86,0
835,Female,29,10,0,106276.55,0
691,Male,27,3,1,142367.72,0
827,Male,38,5,0,103305.01,0
438,Female,54,2,0,191763.07,0
722,Female,35,1,1,125240.8,0
514,Male,43,1,0,199273.98,1
768,Male,42,5,0,60686.4,0
609,Female,43,6,1,113276.46,1
576,Male,39,9,0,191063.36,0
487,Female,46,4,1,44244.49,1
762,Male,35,1,0,178361.48,1
796,Female,23,3,0,125445.8,0
539,Male,38,6,1,152880.07,1
587,Male,55,9,1,64593.07,0
689,Male,34,1,1,155495.63,0
671,Male,31,0,1,172096.08,0
515,Male,45,7,1,39288.11,1
663,Female,46,2,1,58257.23,1
739,Male,34,9,1,60584.33,0
730,Male,25,5,1,56307.51,1
837,Male,31,9,0,50972.6,1
704,Female,39,1,1,116511.12,0
850,Male,40,6,0,88815.25,1
775,Male,28,9,1,149331.01,0
616,Male,30,5,0,196108.51,1
806,Female,37,2,0,75232.02,1
557,Female,46,4,1,116378.31,1
742,Female,60,4,1,13161.66,1
686,Female,47,6,1,32080.69,0
678,Female,49,1,1,102472.9,1
666,Female,36,8,0,158666.99,1
720,Male,33,6,0,91881.29,0
454,Female,48,5,1,93151.77,1
608,Female,44,5,0,132424.69,1
789,Male,37,3,1,121883.87,0
712,Male,23,2,0,66795.78,1
689,Female,31,3,0,120663.57,1
561,Male,32,5,1,84871.99,0
655,Female,36,1,1,86013.96,0
673,Female,41,9,1,151349.35,0
567,Male,42,2,1,167984.61,1
588,Male,41,2,0,7034.94,1
565,Male,38,5,0,80630.32,1
720,Female,34,6,1,9398.45,1
748,Male,40,0,0,60416.76,0
519,Male,39,1,1,30709.03,1
584,Male,33,3,1,177651.38,1
531,Female,31,7,1,118508.09,0
739,Female,40,8,1,167030.51,0
558,Male,33,0,1,109096.71,1
760,Female,41,6,0,101491.23,0
712,Male,45,6,0,198398.68,0
604,Male,26,8,0,197911.52,1
685,Female,42,2,0,199992.48,0
675,Female,50,1,0,8270.06,1
754,Male,39,7,1,133600.89,0
850,Male,40,9,0,119232.33,1
570,Female,30,10,1,97045.32,0
477,Male,27,1,1,133173.19,1
456,Male,29,5,1,153419.62,1
750,Male,33,2,1,71333.44,0
649,Male,37,9,1,247.36,1
850,Male,33,0,0,33700.52,1
794,Male,30,8,1,24113.91,1
586,Male,34,9,1,15034.93,0
769,Female,31,6,1,147668.64,0
682,Male,48,1,0,168840.23,1
470,Male,31,4,1,103792.53,1
559,Female,48,2,0,137961.41,1
678,Female,32,5,1,90284.47,0
850,Female,30,3,1,42933.26,1
359,Female,44,6,1,146955.71,0
530,Male,37,4,1,164844.37,1
745,Male,40,3,0,116331.42,0
673,Male,30,1,1,77783.35,1
615,Male,41,4,0,130661.95,1
597,Female,46,4,1,58667.16,0
784,Female,40,8,1,108891.3,0
520,Female,39,6,0,104118.93,0
436,Male,45,3,1,183540.22,1
682,Female,50,10,1,102260.16,1
713,Male,38,9,1,26136.89,1
645,Male,41,2,1,123982.14,0
588,Female,37,7,1,139607.61,0
721,Male,33,5,0,117626.9,1
672,Female,43,4,1,167336.78,1
549,Male,34,6,1,109538.35,0
655,Female,56,5,1,41782.7,1
591,Male,24,6,1,25310.82,1
581,Male,35,4,0,86383.82,1
703,Female,32,6,0,33606.52,0
615,Male,41,1,1,55551.26,1
740,Female,36,4,0,94554.74,0
792,Female,29,4,1,18922.18,0
752,Male,29,4,1,102930.46,1
616,Male,31,1,1,54706.75,1
684,Female,36,5,1,119830.08,0
597,Female,66,3,1,70532.53,1
667,Female,48,2,1,148608.39,1
644,Male,31,5,1,41872.17,1
515,Male,40,0,1,166370.81,1
579,Male,43,2,1,198402.37,1
687,Male,48,4,1,170893.85,1
801,Female,46,6,1,170008.74,1
530,Male,37,8,1,287.99,1
551,Male,27,2,1,85129.77,1
817,Male,34,5,0,165562.84,0
697,Male,63,7,0,118862.08,0
795,Female,36,1,1,135388.89,1
666,Female,47,5,0,166650.9,0
551,Male,52,1,0,63584.55,0
603,Female,48,5,1,100478.6,0
589,Female,20,2,1,3529.72,0
632,Male,60,2,0,2085.32,1
673,Male,59,0,0,21063.71,1
682,Female,58,4,1,176036.01,0
565,Male,46,7,0,140130.22,1
668,Male,38,1,1,69370.05,1
850,Male,33,10,1,4861.72,0
746,Male,24,10,0,47997.39,1
612,Female,38,1,1,9209.21,1
730,Male,62,5,0,61513.87,1
550,Male,32,8,1,199138.84,1
806,Male,34,5,0,32125.98,1
699,Female,40,8,1,102085.35,0
479,Male,24,6,0,169505.83,1
608,Male,27,4,1,199953.33,1
687,Male,33,9,1,121747.96,0
557,Male,68,2,1,38596.34,1
625,Male,39,2,1,100403.05,0
514,Male,66,9,1,14234.31,1
584,Male,31,5,1,31474.27,0
733,Male,51,10,1,130189.53,0
687,Male,35,8,1,22247.27,0
539,Male,39,3,1,36692.17,0
667,Female,34,5,1,163830.64,0
608,Female,41,5,1,72462.25,1
592,Female,34,6,1,102628.98,1
729,Male,39,6,1,184977.2,1
593,Male,31,9,0,20492.16,1
713,Male,38,6,0,76038.38,1
850,Female,31,1,1,4466.21,1
556,Male,36,7,1,32044.64,1
743,Male,65,2,1,96399.67,1
637,Male,40,2,0,93165.34,1
449,Male,52,6,0,123622.0,1
850,Male,38,5,1,78268.61,0
608,Female,47,6,1,126012.57,1
813,Male,32,1,1,26476.18,1
838,Female,34,8,1,27472.07,0
687,Female,72,9,0,69829.4,1
554,Female,45,4,1,193412.05,1
585,Male,36,5,0,86424.57,0
630,Female,21,1,1,133102.3,1
646,Male,69,10,1,40421.87,0
576,Female,50,8,1,57802.62,1
674,Male,43,8,1,8757.39,0
838,Female,41,5,1,81313.51,0
769,Male,60,9,1,192831.67,0
501,Female,40,2,0,141946.92,0
850,Male,53,2,1,36980.54,0
619,Male,39,5,1,158444.61,1
737,Female,45,2,0,177695.67,1
480,Female,25,3,0,181647.13,0
633,Female,33,4,1,159813.18,1
659,Female,30,8,1,40441.1,0
629,Female,40,6,1,139356.3,1
526,Female,32,6,1,1795.93,1
736,Male,29,4,0,51705.01,0
708,Female,23,4,1,103697.57,0
516,Female,46,1,1,115789.25,0
548,Female,41,4,0,55672.09,1
659,Female,50,3,1,183399.12,0
747,Male,27,10,0,13007.89,0
691,Female,60,6,1,177355.8,0
562,Male,45,6,1,46864.0,0
717,Male,48,7,1,169952.82,1
832,Male,61,2,0,127804.66,1
539,Female,40,7,1,167289.82,0
577,Female,37,4,1,79881.39,1
745,Female,28,1,1,73275.96,0
705,Female,50,4,0,145159.26,1
820,Female,31,2,1,103570.8,0
630,Male,43,9,1,34338.04,1
850,Female,35,6,1,824.0,0
657,Male,32,3,1,73127.61,1
541,Male,46,4,1,94499.06,0
609,Female,45,4,1,199256.98,1
650,Male,42,4,1,171045.31,0
553,Male,41,9,0,81898.81,0
836,Female,37,10,1,111324.41,0
723,Male,52,5,0,92873.5,1
719,Male,35,3,1,138231.7,1
706,Male,38,5,1,135662.17,1
514,Male,38,4,1,16717.11,0
657,Female,41,5,1,68255.88,1
730,Male,26,6,1,185808.7,1
494,Male,40,7,0,158071.69,1
583,Male,35,8,1,42143.55,0
744,Male,35,7,1,43036.6,1
691,Male,28,1,0,92865.41,0
637,Female,46,2,1,166996.46,0
616,Female,31,8,0,76456.17,1
562,Male,35,7,0,48869.67,0
623,Female,40,7,1,25904.12,1
717,Female,28,1,0,74800.99,1
629,Female,40,9,1,175877.7,0
666,Male,40,5,1,147878.05,0
652,Female,74,5,1,937.15,1
580,Male,61,8,1,94677.83,1
717,Male,50,9,1,124626.57,1
591,Male,58,5,0,137254.55,1
509,Male,41,7,0,114775.53,1
699,Male,53,4,0,111307.98,1
799,Female,39,7,0,139537.43,1
742,Male,27,0,0,131534.96,1
738,Female,67,1,0,22762.23,1
838,Male,31,2,1,8222.96,0
823,Female,53,4,0,131259.6,1
574,Female,33,3,1,63163.99,0
764,Male,41,7,0,134878.34,0
718,Male,29,2,1,126336.72,0
752,Male,33,4,1,39570.78,1
670,Female,42,6,1,65706.86,1
688,Male,20,8,1,197582.79,1
703,Male,44,6,1,151516.7,0
598,Male,48,6,1,30635.52,0
589,Male,55,7,1,65156.83,0
630,Male,35,1,0,186826.22,0
593,Female,41,4,1,109783.29,1
656,Female,45,7,1,199392.14,1
668,Male,39,4,1,38466.39,0
701,Male,51,9,0,61961.57,0
614,Male,50,4,1,127166.49,0
738,Female,57,9,0,155047.11,0
695,Male,49,9,1,135841.35,0
637,Male,28,3,1,166458.41,1
583,Male,27,4,1,195732.04,1
642,Female,36,2,1,57904.22,1
684,Male,35,6,1,87219.41,1
652,Male,41,8,1,188905.43,0
630,Female,31,2,1,131167.98,1
637,Male,30,6,1,65618.01,0
797,Male,37,4,1,85801.77,0
728,Male,42,8,0,41823.22,1
664,Male,35,1,0,169665.79,1
661,Female,42,3,1,35989.41,0
631,Female,32,2,1,180990.29,1
649,Female,36,6,0,19825.09,0
445,Female,38,6,1,175756.36,0
675,Male,36,7,1,149399.7,1
553,Male,32,3,1,77304.49,0
444,Male,36,7,0,138743.86,1
597,Female,35,8,1,192852.67,1
755,Male,38,9,1,80416.16,0
631,Female,22,3,0,30781.77,0
781,Male,23,2,1,173843.21,0
539,Female,43,3,1,55803.96,0
632,Male,37,1,1,60778.11,0
622,Male,41,2,1,102402.91,0
572,Male,26,4,0,60427.3,0
430,Female,60,7,1,161937.62,0
816,Female,38,5,1,71905.77,0
720,Male,64,3,1,79623.28,0
640,Male,44,3,1,92381.01,0
795,Male,38,7,1,127068.92,1
628,Male,39,6,0,134441.6,0
726,Male,36,2,1,195192.4,0
686,Female,34,3,1,147794.63,0
477,Female,24,2,0,162699.7,0
747,Female,32,5,0,77370.37,1
587,Female,34,1,1,97932.68,1
602,Female,33,8,1,112928.74,1
523,Male,61,8,1,21859.06,1
787,Male,25,5,1,47307.9,0
488,Female,28,7,1,106799.49,0
693,Female,46,3,1,180736.24,0
585,Female,35,2,1,98621.04,0
663,Female,42,5,1,78004.5,1
577,Male,28,7,1,143274.41,0
453,Male,29,6,0,198376.02,0
567,Male,36,7,0,3896.08,1
686,Male,38,0,0,115927.85,1
543,Male,36,6,1,176728.28,0
479,Female,23,9,0,95148.28,1
688,Female,54,9,1,191212.63,0
476,Female,32,6,0,112132.86,0
751,Male,50,2,1,77206.25,0
495,Female,40,1,1,150720.39,0
587,Male,38,0,1,47414.15,0
722,Female,37,0,0,160162.42,0
526,Male,35,5,1,105618.14,1
622,Male,42,9,1,119127.06,0
708,Female,51,8,1,92920.04,1
572,Male,37,1,0,111243.09,0
604,Male,28,7,0,58595.64,0
605,Male,41,5,0,143203.78,0
621,Male,31,7,1,148689.13,1
558,Female,31,7,1,166720.28,0
607,Female,48,4,1,173568.3,0
745,Female,33,1,1,174431.01,1
520,Male,45,7,1,32903.93,0
654,Male,37,6,1,47046.72,0
755,Male,23,5,1,62851.6,1
646,Male,30,5,1,12757.14,1
640,Female,46,8,1,89043.19,0
732,Female,69,9,0,110932.24,1
511,Male,48,6,0,88307.87,0
551,Male,43,7,1,178393.68,0
649,Male,38,1,0,88965.46,1
748,Female,40,4,1,132368.47,0
701,Male,35,10,1,71173.64,1
654,Male,37,5,1,75927.35,0
676,Male,20,1,0,68621.98,0
507,Female,46,8,1,70323.68,1
610,Male,41,6,0,56118.81,0
597,Female,42,4,1,106841.12,1
815,Male,45,7,0,52885.23,1
719,Female,48,5,0,78563.66,0
410,Female,50,2,1,89822.48,0
724,Male,36,6,1,10627.21,1
697,Female,48,1,1,87400.53,1
733,Male,36,5,1,109127.54,1
817,Male,44,8,0,65501.91,0
678,Male,48,2,0,193476.04,1
629,Female,39,10,1,43174.49,1
600,Female,37,4,1,7312.25,0
529,Female,31,6,1,13054.25,0
732,Female,36,9,0,3749.0,0
474,Male,54,3,1,108409.17,0
811,Female,34,1,1,186339.74,1
569,Male,35,2,1,109393.19,0
620,Female,70,3,1,33350.26,0
683,Male,34,9,0,25339.29,1
850,Male,43,7,1,173851.11,1
791,Female,33,3,1,144413.92,1
585,Female,30,6,1,137757.69,1
680,Male,36,7,1,20109.21,0
822,Female,46,3,1,26249.86,0
668,Male,43,10,1,100423.88,1
749,Male,40,1,1,182855.42,0
628,Female,36,3,1,63085.94,0
850,Female,71,4,1,107236.87,1
484,Female,35,7,1,27286.1,1
754,Male,65,1,1,121529.59,1
772,Female,39,4,1,140709.25,1
707,Male,33,8,1,54290.62,0
614,Female,40,3,1,77789.01,1
671,Female,48,9,0,76373.38,0
693,Male,44,5,1,46998.13,1
710,Male,37,6,0,46523.6,1
697,Male,29,0,0,141798.98,0
803,Female,65,2,0,6930.17,1
681,Male,32,3,1,90967.37,1
529,Female,43,0,1,78463.99,1
674,Male,39,6,0,100130.95,0
805,Female,26,8,1,28861.69,1
844,Male,56,5,0,157230.06,1
693,Male,68,2,1,59864.96,1
600,Female,27,6,1,172031.22,1
757,Male,30,6,1,62972.13,1
681,Male,25,5,0,90860.97,1
666,Male,30,3,0,74849.46,1
706,Male,34,8,1,37479.97,1
621,Male,39,6,1,58883.91,1
625,Male,36,9,1,133807.77,0
696,Female,66,7,1,174027.3,1
787,Male,32,4,1,13238.93,1
570,Female,50,5,1,177805.44,0
798,Female,38,4,1,157147.59,0
631,Male,36,1,0,133141.34,0
648,Female,44,2,1,58652.23,1
730,Female,52,7,0,122398.84,1
470,Female,48,6,1,116971.05,1
637,Female,55,1,1,81431.99,0
627,Female,21,7,1,169156.64,1
695,Female,53,8,0,70140.8,0
640,Male,43,9,1,191084.4,0
636,Female,48,3,1,190160.04,0
561,Female,49,1,1,133051.64,0
756,Female,28,6,1,164394.65,1
502,Female,32,1,0,122763.95,1
769,Male,34,7,0,57841.89,0
678,Male,30,0,1,35113.08,0
661,Female,31,3,1,166187.1,1
720,Female,43,10,0,72861.94,0
631,Female,34,4,1,106892.91,0
549,Female,25,5,0,190857.79,0
660,Male,33,4,1,29664.45,0
662,Male,74,6,1,123583.85,0
543,Female,25,1,0,161407.48,1
745,Male,25,5,1,146041.45,0
545,Female,55,5,0,10034.77,0
602,Male,34,5,1,77414.45,1
682,Male,81,6,1,50783.88,1
631,Female,46,10,1,129508.96,1
606,Male,36,0,0,120138.27,1
736,Female,30,9,1,34180.33,0
731,Male,30,7,1,184581.68,1
739,Male,31,1,1,58469.75,1
554,Male,39,2,1,173197.12,0
551,Male,42,2,1,43435.43,0
630,Male,53,5,0,114110.97,1
578,Male,34,4,1,74858.3,1
682,Male,30,4,0,161465.31,1
708,Male,40,8,1,101089.76,0
619,Female,41,5,1,38270.47,0
850,Male,36,1,0,68594.0,1
635,Male,53,8,0,123646.57,1
767,Male,20,3,0,150135.38,1
616,Female,37,6,1,86242.18,0
597,Male,28,2,1,78707.97,1
733,Male,64,3,1,75272.63,1
850,Male,37,4,1,197266.58,0
772,Male,47,9,0,17671.78,1
850,Male,40,1,1,174183.44,0
544,Male,22,4,1,70007.67,0
637,Female,54,5,0,150836.98,1
701,Male,30,3,1,45742.42,0
569,Female,42,1,1,83629.6,1
791,Male,25,7,1,89666.28,0
651,Male,31,7,1,129912.74,0
698,Male,27,6,0,27654.44,0
752,Male,32,9,0,101677.46,1
809,Male,50,10,1,100720.02,1
581,Female,26,3,1,184520.0,1
610,Female,27,2,1,14546.76,0
763,Female,32,1,1,60552.44,0
705,Female,48,0,0,149772.61,0
676,Male,29,4,1,36221.18,0
813,Male,34,0,1,43169.15,0
850,Female,32,7,0,155227.0,0
572,Female,47,2,1,36099.7,0
645,Male,19,9,0,175969.19,0
512,Female,75,2,1,123304.62,0
621,Male,41,5,1,95551.22,1
529,Female,43,5,0,79476.63,0
756,Male,38,6,1,169763.89,0
678,Male,66,8,1,47117.03,1
634,Male,36,2,1,15887.68,0
580,Male,76,2,1,51672.08,1
687,Female,39,2,0,188150.6,0
675,Male,49,8,0,179521.24,1
707,Female,57,1,1,164064.44,1
550,Male,38,9,1,171457.06,1
782,Male,33,7,1,167058.75,1
499,Male,39,6,1,81409.0,1
627,Male,28,5,1,130504.49,1
